title,release_date,developer,genres,multiplayer_or_singleplayer,price,overall_review,reviews,percent_positive,win_support,mac_support,lin_support
GROUND BRANCH,14/08/2018,BlackFoot Studios,Action;Indie;Early Access,Single-player;Online Multi-Player;Online Co-op;VR Support;Partial Controller Support,699,Positive,88345,94%,1,0,0
Prison Architect,06/10/2015,Introversion Software,Indie;Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,699,Positive,59131,89%,1,1,1
Far Cry� 5,26/03/2018,Ubisoft Montreal;Red Storm;Ubisoft Shanghai;Ubisoft Toronto;Ubisoft Kiev,Action;Adventure,Single-player;Multi-player;Co-op;Steam Trading Cards;Captions available;In-App Purchases;Partial Controller Support;Includes level editor,"2,999",Positive,21666,91%,1,0,0
Idle Champions of the Forgotten Realms,07/09/2017,Codename Entertainment Inc.,Action;Adventure;Free to Play;Indie;Strategy;Early Access,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to play,Positive,22387,88%,1,1,0
NieR:Automata�,17/03/2017,Square Enix;PlatinumGames Inc.,Action;RPG,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,"1,330",Positive,4603,68%,1,0,0
Planet Coaster,17/11/2016,Frontier Developments,Simulation;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,"2,970",Positive,12296,88%,1,1,0
The Long Dark,01/08/2017,Hinterland Studio Inc.,Adventure;Indie;Simulation;Strategy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,759,Positive,72982,89%,1,1,1
PICO PARK,27/04/2016,TECOPARK,Action;Casual,Multi-player;Co-op;Full controller support;Steam Trading Cards,199,Positive,87432,89%,1,0,0
Russian Fishing 4,15/06/2018,Russian Fishing,Adventure;Casual;Free to Play;Massively Multiplayer;RPG;Simulation;Sports;Early Access,Single-player;Multi-player;Online Multi-Player;MMO;Steam Achievements;In-App Purchases;Stats,Free to play,Positive,88448,80%,1,0,0
Middle-earth�: Shadow of War�,09/10/2017,Monolith Productions,Action;Adventure;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud,959,Positive,363,83%,1,0,0
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,04/02/2016,CyberConnect2 Co. Ltd.,Action;Adventure,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,"2,000",Positive,65928,96%,1,0,0
Assassin's Creed� Unity,19/12/2014,Ubisoft,Action;Adventure,Single-player;Multi-player;Co-op;In-App Purchases;Partial Controller Support,"1,499",Positive,2184,95%,1,0,0
The Isle,01/12/2015,Afterthought LLC,Action;Adventure;Indie;Massively Multiplayer;Simulation;Early Access,Multi-player;Partial Controller Support;Valve Anti-Cheat enabled,565,Positive,43423,94%,1,0,0
Killing Floor 2,18/11/2016,Tripwire Interactive,Action,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Includes level editor,729,Positive,11487,79%,1,0,0
Sid Meier's Civilization� V,23/09/2010,Firaxis Games;Aspyr (Mac);Aspyr (Linux),Strategy,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"1,499",Positive,6875,91%,1,1,1
Darkest Dungeon�,19/01/2016,Red Hook Studios,Indie;RPG;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,619,Positive,5555,91%,1,1,1
DRAGON BALL FighterZ,26/01/2018,Arc System Works,Action,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"3,499",Positive,963,84%,1,0,0
Batman�: Arkham Knight,23/06/2015,Rocksteady Studios,Action;Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"1,349",Positive,17356,95%,1,0,0
Company of Heroes 2,25/06/2013,Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux),Strategy,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats,565,Positive,37613,86%,1,1,1
Pavlov VR,27/02/2017,davevillz,Violent;Gore;Action;Indie;Early Access,Multi-player;Online Multi-Player;Steam Workshop,569,Positive,81761,92%,1,0,0
Quest Hunter,08/03/2019,2 Zombie Games,Action;Adventure;Indie;RPG,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,529,Positive,96789,98%,1,1,1
For The King,19/04/2018,IronOak Games,Adventure;Indie;RPG;Strategy,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,529,Positive,3870,86%,1,1,1
NARUTO TO BORUTO: SHINOBI STRIKER,30/08/2018,Soleil Ltd.,Action,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Partial Controller Support,"1,099",Positive,5232,81%,1,0,0
Portal,10/10/2007,Valve,Action,Single-player;Steam Achievements;Captions available;Partial Controller Support;Includes level editor;Includes Source SDK;Commentary available,480,Positive,1392,79%,1,1,1
Gang Beasts,12/12/2017,Boneloaf,Action;Adventure;Casual;Indie,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,565,Positive,5538,82%,1,1,1
Assassin�s Creed� IV Black Flag�,19/11/2013,Ubisoft Montreal,Action;Adventure,Single-player;Multi-player;In-App Purchases,"1,999",Positive,14032,92%,1,0,0
IL-2 Sturmovik: Battle of Stalingrad,22/10/2014,1C Game Studios;777 Studios,Action;Simulation,Single-player;Multi-player;Co-op;Steam Trading Cards;Partial Controller Support;Includes level editor,"3,399",Positive,5272,92%,1,0,0
The Lord of the Rings Online�,06/06/2012,"Standing Stone Games, LLC",Free to Play;Massively Multiplayer;RPG,MMO,Free to play,Positive,11532,92%,1,0,0
Forts,19/04/2017,EarthWork Games,Action;Strategy,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Workshop;Steam Leaderboards;Includes level editor,479,Positive,6106,94%,1,0,0
Scrap Mechanic,19/01/2016,Axolot Games,Action;Adventure;Indie;Simulation;Early Access,Single-player;Multi-player;Co-op;Steam Workshop;Steam Cloud,565,Positive,32779,73%,1,0,0
Stranded Deep,23/01/2015,Beam Team Games,Adventure;Indie;Early Access,Single-player;Full controller support;Includes level editor,529,Positive,48715,89%,1,1,1
The Crew� 2,28/06/2018,Ivory Tower,Action;Massively Multiplayer;Racing,Single-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases;Partial Controller Support,"2,499",Positive,8361,92%,1,0,0
Automation - The Car Company Tycoon Game,12/03/2015,Camshaft Software,Simulation;Strategy;Early Access,Single-player,699,Positive,484,77%,1,0,0
Rocksmith� 2014 Edition - Remastered,04/10/2016,Ubisoft - San Francisco,Casual;Simulation,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards,"1,499",Positive,387,89%,1,1,0
Two Point Hospital,29/08/2018,Two Point Studios,Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,"1,499",Positive,38992,87%,1,1,1
XCOM� 2,04/02/2016,Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux),Strategy,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,"2,999",Positive,5512,81%,1,1,1
UNO,03/01/2017,Ubisoft Entertainment,Casual,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Full controller support;Steam Trading Cards,499,Positive,11437,63%,1,0,0
Farming Simulator 19,19/11/2018,Giants Software,Simulation,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,799,Positive,11033,96%,1,1,0
Shakes and Fidget,24/02/2016,Playa Games GmbH,Adventure;Casual;Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Single-player;MMO;Cross-Platform Multiplayer;In-App Purchases,Free to play,Positive,5361,86%,1,1,0
House Party,30/06/2017,"Eek! Games, LLC",Adventure;Casual;Indie;Simulation;Early Access,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,"1,199",Positive,36094,96%,1,0,0
Little Nightmares,27/04/2017,Tarsier Studios,Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,565,Positive,8584,98%,1,0,0
Left 4 Dead,17/11/2008,Valve,Action,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes Source SDK;Commentary available,480,Positive,22589,66%,1,1,0
Slime Rancher,01/08/2017,Monomi Park,Action;Adventure;Indie;Simulation,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,565,Positive,83566,93%,1,1,1
Eco,06/02/2018,Strange Loop Games,Indie;Simulation;Early Access,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,699,Positive,618,89%,1,0,0
BIGFOOT,01/01/2017,CyberLight Game Studio,Adventure;Indie;Early Access,Single-player;Online Co-op;Steam Trading Cards,880,Positive,16036,89%,1,0,0
Neverwinter,05/12/2013,Cryptic Studios,Adventure;Free to Play;Massively Multiplayer;RPG,Multi-player;MMO;Co-op;Steam Trading Cards;In-App Purchases;Includes level editor,Free to play,Positive,5850,93%,1,0,0
Assassin's Creed� Syndicate,18/11/2015,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",Action;Adventure,Single-player;In-App Purchases;Partial Controller Support,"1,999",Positive,52795,83%,1,0,0
Geometry Dash,22/12/2014,RobTop Games,Action;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,165,Positive,89056,97%,1,1,0
Getting Over It with Bennett Foddy,06/12/2017,Bennett Foddy,Action,Single-player;Partial Controller Support;Commentary available,299,Positive,10272,98%,1,1,1
VTOL VR,03/08/2017,"Boundless Dynamics, LLC",Action;Indie;Simulation;Early Access,Single-player,729,Positive,48763,83%,1,0,0
March of Empires,11/12/2017,Gameloft,Free to Play;Massively Multiplayer;RPG;Strategy,Online Multi-Player;Steam Achievements;In-App Purchases,Free to play,Mixed,11785,87%,1,0,0
OMSI 2: Steam Edition,11/12/2013,MR-Software GbR,Casual;Simulation,Single-player;Full controller support;Includes level editor,"1,213",Positive,1681,82%,1,0,0
Age of Mythology: Extended Edition,08/05/2014,SkyBox Labs;Ensemble Studios,Simulation;Strategy,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,729,Positive,1777,77%,1,0,0
A Dance of Fire and Ice,24/01/2019,7th Beat Games,Indie,Single-player;Steam Achievements;Partial Controller Support;Includes level editor,219,Positive,448,94%,1,1,1
The Elder Scrolls V: Skyrim VR,02/04/2018,Bethesda Game Studios,RPG,Single-player;Steam Achievements;Full controller support;VR Support;SteamVR Collectibles;Steam Cloud,"2,999",Positive,962,75%,1,0,0
My Summer Car,24/10/2016,Amistech Games,Indie;Racing;Simulation;Early Access,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,479,Positive,17054,81%,1,0,0
Ultimate Chicken Horse,04/03/2016,Clever Endeavour Games,Action;Casual;Indie,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,459,Positive,22080,65%,1,1,1
Rec Room,28/06/2016,Against Gravity�,Action;Adventure;Casual;Free to Play;Massively Multiplayer;Sports;Early Access,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Full controller support;SteamVR Collectibles;Includes level editor,Free to play,Positive,3898,96%,1,0,0
ICEY,17/11/2016,FantaBlade Network,Action;Adventure;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,563,Positive,1027,89%,1,1,0
They Are Billions,12/12/2017,Numantian Games,Strategy;Early Access,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,"1,199",Positive,4421,95%,1,0,0
City Car Driving,03/11/2016,"Forward Development, Ltd.",Indie;Racing;Simulation,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,569,Positive,5903,84%,1,0,0
Undertale,15/09/2015,tobyfox,Indie;RPG,Single-player;Steam Trading Cards,369,Positive,5568,85%,1,1,1
SPORE�,19/12/2008,Maxis�,Simulation,Single-player,999,Positive,82737,96%,1,0,0
Wreckfest,14/06/2018,Bugbear,Action;Indie;Racing;Simulation;Sports,Single-player;Multi-player;Online Multi-Player;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards,"1,139",Positive,24149,79%,1,0,0
Stick Fight: The Game,28/09/2017,Landfall West,Action;Casual;Indie,Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,259,Positive,797,97%,1,1,0
"Warhammer 40,000: Gladius - Relics of War",12/07/2018,Proxy Studios,Strategy,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,899,Positive,44110,93%,1,0,1
Call of Duty�: WWII,02/11/2017,Sledgehammer Games;Raven Software,Action,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled,"3,999",Mixed,36584,85%,1,0,0
Fallout 3: Game of the Year Edition,17/12/2009,Bethesda Game Studios,RPG,Single-player,565,Positive,16112,95%,1,0,0
Counter-Strike,01/11/2000,Valve,Action,Multi-player;Online Multi-Player;Local Multi-Player;Valve Anti-Cheat enabled,349,Positive,6944,87%,1,1,1
Street Fighter V,15/02/2016,Capcom,Action,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,"1,499",Positive,1635,98%,1,0,0
Castle Crashers�,26/09/2012,The Behemoth,Action;Adventure;Casual;Indie;RPG,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,459,Positive,56316,97%,1,1,0
Barony,23/06/2015,Turning Wheel LLC,Action;Adventure;Indie;RPG,Single-player;Multi-player;Co-op;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Includes level editor,459,Positive,4324,91%,1,1,1
Black Mesa,05/05/2015,Crowbar Collective,Action;Adventure;Indie;Early Access,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor;Includes Source SDK,529,Positive,23508,96%,1,0,1
The Elder Scrolls IV: Oblivion� Game of the Year Edition,16/06/2009,Bethesda Game Studios,RPG,Single-player;Steam Cloud,565,Positive,30236,78%,1,0,0
Call of Duty�: Infinite Warfare,03/11/2016,Infinity Ward,Action;Adventure,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Valve Anti-Cheat enabled,"4,299",Mixed,268,55%,1,0,0
The Jackbox Party Pack 3,17/10/2016,"Jackbox Games, Inc.",Casual;Indie;Strategy,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,619,Positive,184,60%,1,1,1
Plants vs. Zombies GOTY Edition,05/05/2009,"PopCap Games, Inc.",Strategy,Single-player;Steam Achievements,259,Positive,23454,91%,1,1,0
Crush Crush,18/10/2016,Sad Panda Studios,Casual;Free to Play;Indie,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Stats;Steam Leaderboards,Free to play,Positive,43244,92%,1,1,1
Outlast,04/09/2013,Red Barrels,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,529,Positive,4827,95%,1,1,1
DOOM,12/05/2016,id Software,Action,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,"1,599",Positive,129074,97%,1,0,0
Battle Brothers,24/03/2017,Overhype Studios,Indie;RPG;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,729,Positive,2014,90%,1,0,0
HITMAN� 2,13/11/2018,IO Interactive A/S,Action,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Cloud,Free to play,Positive,15160,88%,1,0,0
METAL GEAR SOLID V: THE PHANTOM PAIN,01/09/2015,Konami Digital Entertainment,Action;Adventure,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,769,Positive,1130,90%,1,0,0
Celeste,25/01/2018,Matt Makes Games Inc.,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,565,Positive,2568,89%,1,1,1
Warface,01/07/2014,My.com,Action;Free to Play;Massively Multiplayer,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to play,Mixed,333,93%,1,0,0
PC Building Simulator,29/01/2019,Claudiu Kiss;The Irregular Corporation,Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,529,Positive,10051,88%,1,0,0
